"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Quads🐎","15 de ago. de 2026, 13:14","15 de ago. de 2026, 14:21","","Calf Extension (Machine)",,"",0,"warmup",150,12,,,
"Quads🐎","15 de ago. de 2026, 13:14","15 de ago. de 2026, 14:21","","Calf Extension (Machine)",,"",1,"normal",177.3,12,,,
"Quads🐎","15 de ago. de 2026, 13:14","15 de ago. de 2026, 14:21","","Calf Extension (Machine)",,"",2,"normal",177.3,12,,,
"Quads🐎","15 de ago. de 2026, 13:14","15 de ago. de 2026, 14:21","","Squat (Barbell)",,"",0,"warmup",60,8,,,
"Quads🐎","15 de ago. de 2026, 13:14","15 de ago. de 2026, 14:21","","Squat (Barbell)",,"",1,"warmup",100,3,,,
"Quads🐎","15 de ago. de 2026, 13:14","15 de ago. de 2026, 14:21","","Squat (Barbell)",,"",2,"warmup",125,1,,,
"Quads🐎","15 de ago. de 2026, 13:14","15 de ago. de 2026, 14:21","","Squat (Barbell)",,"",3,"normal",125,9,,,10
"Quads🐎","15 de ago. de 2026, 13:14","15 de ago. de 2026, 14:21","","Lying Leg Curl (Machine)",,"cluster set
4 blocos de 2 rep (8)",0,"warmup",68.2,4,,,
"Quads🐎","15 de ago. de 2026, 13:14","15 de ago. de 2026, 14:21","","Lying Leg Curl (Machine)",,"cluster set
4 blocos de 2 rep (8)",1,"warmup",86.4,1,,,
"Quads🐎","15 de ago. de 2026, 13:14","15 de ago. de 2026, 14:21","","Lying Leg Curl (Machine)",,"cluster set
4 blocos de 2 rep (8)",2,"normal",86.4,8,,,
"Quads🐎","15 de ago. de 2026, 13:14","15 de ago. de 2026, 14:21","","Leg Extension (Machine)",,"cluster set
5 blocos de 4 reps (20)",0,"warmup",70,4,,,
"Quads🐎","15 de ago. de 2026, 13:14","15 de ago. de 2026, 14:21","","Leg Extension (Machine)",,"cluster set
5 blocos de 4 reps (20)",1,"warmup",104,2,,,
"Quads🐎","15 de ago. de 2026, 13:14","15 de ago. de 2026, 14:21","","Leg Extension (Machine)",,"cluster set
5 blocos de 4 reps (20)",2,"normal",104,20,,,
"Quads🐎","15 de ago. de 2026, 13:14","15 de ago. de 2026, 14:21","","Hip Adduction (Machine)",,"",0,"warmup",63,3,,,
"Quads🐎","15 de ago. de 2026, 13:14","15 de ago. de 2026, 14:21","","Hip Adduction (Machine)",,"",1,"warmup",77,1,,,
"Quads🐎","15 de ago. de 2026, 13:14","15 de ago. de 2026, 14:21","","Hip Adduction (Machine)",,"",2,"normal",77,9,,,10
"cardio🚴","14 de ago. de 2026, 21:40","14 de ago. de 2026, 22:10","","Recumbent Bike",,"",0,"normal",,,8.05,1800,
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Chest Fly (Machine)",,"",0,"warmup",52.3,8,,,
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Chest Fly (Machine)",,"",1,"warmup",79.5,4,,,
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Chest Fly (Machine)",,"",2,"warmup",100,2,,,
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Chest Fly (Machine)",,"",3,"normal",100,11,,,10
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Chest Fly (Machine)",,"",4,"normal",100,7,,,
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Incline Bench Press (Dumbbell)",,"",0,"warmup",52,6,,,
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Incline Bench Press (Dumbbell)",,"",1,"warmup",60,3,,,
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Incline Bench Press (Dumbbell)",,"",2,"warmup",76,2,,,
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Incline Bench Press (Dumbbell)",,"",3,"normal",76,10,,,10
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Lat Pulldown (Cable)",,"",0,"warmup",52.3,10,,,
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Lat Pulldown (Cable)",,"",1,"warmup",79.5,3,,,
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Lat Pulldown (Cable)",,"",2,"warmup",100,2,,,
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Lat Pulldown (Cable)",,"",3,"normal",100,7,,,10
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Lat Pulldown (Cable)",,"",4,"normal",93.2,6,,,
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Iso-Lateral Row (Machine)",,"",0,"warmup",50,2,,,
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Iso-Lateral Row (Machine)",,"",1,"normal",50,7,,,10
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Lateral Raise (Dumbbell)",,"",0,"warmup",32,3,,,
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Lateral Raise (Dumbbell)",,"",1,"failure",32,7,,,
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Lateral Raise (Dumbbell)",,"",2,"failure",28,8,,,
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Preacher Curl (Machine)",,"",0,"warmup",77,2,,,
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Preacher Curl (Machine)",,"",1,"normal",77,8,,,
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Overhead Triceps Extension (Cable)",,"",0,"warmup",32.5,2,,,
"upper🦈","14 de ago. de 2026, 20:08","14 de ago. de 2026, 21:36","","Overhead Triceps Extension (Cable)",,"",1,"normal",32.5,11,,,10
"cardio🚴","11 de ago. de 2026, 17:05","11 de ago. de 2026, 17:41","pra não ficar igual a 🦈man e 🍁man.","Cycling",,"",0,"normal",,,9.46,2160,
"Chest🐓","11 de ago. de 2026, 15:52","11 de ago. de 2026, 17:03","","Chest Fly (Machine)",,"",0,"warmup",52.3,8,,,
"Chest🐓","11 de ago. de 2026, 15:52","11 de ago. de 2026, 17:03","","Chest Fly (Machine)",,"",1,"warmup",79.5,4,,,
"Chest🐓","11 de ago. de 2026, 15:52","11 de ago. de 2026, 17:03","","Chest Fly (Machine)",,"",2,"warmup",100,2,,,
"Chest🐓","11 de ago. de 2026, 15:52","11 de ago. de 2026, 17:03","","Chest Fly (Machine)",,"",3,"normal",100,10,,,10
"Chest🐓","11 de ago. de 2026, 15:52","11 de ago. de 2026, 17:03","","Chest Fly (Machine)",,"",4,"normal",100,6,,,
"Chest🐓","11 de ago. de 2026, 15:52","11 de ago. de 2026, 17:03","","Incline Bench Press (Dumbbell)",,"",0,"warmup",52,5,,,
"Chest🐓","11 de ago. de 2026, 15:52","11 de ago. de 2026, 17:03","","Incline Bench Press (Dumbbell)",,"",1,"warmup",76,2,,,
"Chest🐓","11 de ago. de 2026, 15:52","11 de ago. de 2026, 17:03","","Incline Bench Press (Dumbbell)",,"",2,"normal",76,8,,,
"Chest🐓","11 de ago. de 2026, 15:52","11 de ago. de 2026, 17:03","","Decline Bench Press (Machine)",,"",0,"warmup",90,1,,,
"Chest🐓","11 de ago. de 2026, 15:52","11 de ago. de 2026, 17:03","","Decline Bench Press (Machine)",,"",1,"normal",90,8,,,10
"Chest🐓","11 de ago. de 2026, 15:52","11 de ago. de 2026, 17:03","","Single Arm Lateral Raise (Cable)",,"",0,"warmup",9.1,3,,,
"Chest🐓","11 de ago. de 2026, 15:52","11 de ago. de 2026, 17:03","","Single Arm Lateral Raise (Cable)",,"",1,"failure",9.1,10,,,10
"Chest🐓","11 de ago. de 2026, 15:52","11 de ago. de 2026, 17:03","","Single Arm Lateral Raise (Cable)",,"",2,"failure",9.1,8,,,
"Back🦍","10 de ago. de 2026, 15:23","10 de ago. de 2026, 16:30","","Lat Pulldown (Cable)",,"",0,"warmup",52.3,8,,,
"Back🦍","10 de ago. de 2026, 15:23","10 de ago. de 2026, 16:30","","Lat Pulldown (Cable)",,"",1,"warmup",79.5,3,,,
"Back🦍","10 de ago. de 2026, 15:23","10 de ago. de 2026, 16:30","","Lat Pulldown (Cable)",,"",2,"warmup",100,1,,,
"Back🦍","10 de ago. de 2026, 15:23","10 de ago. de 2026, 16:30","","Lat Pulldown (Cable)",,"",3,"normal",100,9,,,10
"Back🦍","10 de ago. de 2026, 15:23","10 de ago. de 2026, 16:30","","Lat Pulldown (Cable)",,"",4,"normal",100,6,,,
"Back🦍","10 de ago. de 2026, 15:23","10 de ago. de 2026, 16:30","","Iso-Lateral Row (Machine)",,"",0,"warmup",50,2,,,
"Back🦍","10 de ago. de 2026, 15:23","10 de ago. de 2026, 16:30","","Iso-Lateral Row (Machine)",,"",1,"normal",50,11,,,10
"Back🦍","10 de ago. de 2026, 15:23","10 de ago. de 2026, 16:30","","Rear Delt Reverse Fly (Machine)",,"",0,"warmup",86.4,3,,,
"Back🦍","10 de ago. de 2026, 15:23","10 de ago. de 2026, 16:30","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",86.4,8,,,
"Back🦍","10 de ago. de 2026, 15:23","10 de ago. de 2026, 16:30","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",79.5,10,,,
"Back🦍","10 de ago. de 2026, 15:23","10 de ago. de 2026, 16:30","","Lateral Raise (Dumbbell)",,"",0,"warmup",32,3,,,
"Back🦍","10 de ago. de 2026, 15:23","10 de ago. de 2026, 16:30","","Lateral Raise (Dumbbell)",,"",1,"failure",32,10,,,10
"Back🦍","10 de ago. de 2026, 15:23","10 de ago. de 2026, 16:30","","Lateral Raise (Dumbbell)",,"",2,"failure",32,8,,,
"Back🦍","10 de ago. de 2026, 15:23","10 de ago. de 2026, 16:30","","rosca scott unilateral de pirraia",,"",0,"warmup",18,2,,,
"Back🦍","10 de ago. de 2026, 15:23","10 de ago. de 2026, 16:30","","rosca scott unilateral de pirraia",,"",1,"normal",18,8,,,10
"Back🦍","10 de ago. de 2026, 15:23","10 de ago. de 2026, 16:30","","rosca scott unilateral de pirraia",,"",2,"normal",16,7,,,
"cardio🚴","8 de ago. de 2026, 10:03","8 de ago. de 2026, 10:33","","Cycling",,"",0,"normal",,,7.9,1800,
"upper sharp 🦈","8 de ago. de 2026, 09:04","8 de ago. de 2026, 09:52","sem fone, sem os pirraia, só eu e a máquina 😥","Chest Fly (Machine)",,"",0,"warmup",52.3,10,,,
"upper sharp 🦈","8 de ago. de 2026, 09:04","8 de ago. de 2026, 09:52","sem fone, sem os pirraia, só eu e a máquina 😥","Chest Fly (Machine)",,"",1,"warmup",79.5,4,,,
"upper sharp 🦈","8 de ago. de 2026, 09:04","8 de ago. de 2026, 09:52","sem fone, sem os pirraia, só eu e a máquina 😥","Chest Fly (Machine)",,"",2,"warmup",100,1,,,
"upper sharp 🦈","8 de ago. de 2026, 09:04","8 de ago. de 2026, 09:52","sem fone, sem os pirraia, só eu e a máquina 😥","Chest Fly (Machine)",,"",3,"normal",100,8,,,10
"upper sharp 🦈","8 de ago. de 2026, 09:04","8 de ago. de 2026, 09:52","sem fone, sem os pirraia, só eu e a máquina 😥","Chest Fly (Machine)",,"",4,"normal",93.2,6,,,
"upper sharp 🦈","8 de ago. de 2026, 09:04","8 de ago. de 2026, 09:52","sem fone, sem os pirraia, só eu e a máquina 😥","Iso-Lateral Row (Machine)",,"",0,"warmup",20,8,,,
"upper sharp 🦈","8 de ago. de 2026, 09:04","8 de ago. de 2026, 09:52","sem fone, sem os pirraia, só eu e a máquina 😥","Iso-Lateral Row (Machine)",,"",1,"warmup",40,4,,,
"upper sharp 🦈","8 de ago. de 2026, 09:04","8 de ago. de 2026, 09:52","sem fone, sem os pirraia, só eu e a máquina 😥","Iso-Lateral Row (Machine)",,"",2,"warmup",50,1,,,
"upper sharp 🦈","8 de ago. de 2026, 09:04","8 de ago. de 2026, 09:52","sem fone, sem os pirraia, só eu e a máquina 😥","Iso-Lateral Row (Machine)",,"",3,"normal",50,8,,,10
"upper sharp 🦈","8 de ago. de 2026, 09:04","8 de ago. de 2026, 09:52","sem fone, sem os pirraia, só eu e a máquina 😥","Iso-Lateral Row (Machine)",,"",4,"normal",47.5,6,,,
"upper sharp 🦈","8 de ago. de 2026, 09:04","8 de ago. de 2026, 09:52","sem fone, sem os pirraia, só eu e a máquina 😥","Seated Shoulder Press (Machine)",,"",0,"warmup",90,3,,,
"upper sharp 🦈","8 de ago. de 2026, 09:04","8 de ago. de 2026, 09:52","sem fone, sem os pirraia, só eu e a máquina 😥","Seated Shoulder Press (Machine)",,"",1,"normal",90,8,,,10
"upper sharp 🦈","8 de ago. de 2026, 09:04","8 de ago. de 2026, 09:52","sem fone, sem os pirraia, só eu e a máquina 😥","Lat Pulldown (Cable)",,"",0,"warmup",100,2,,,
"upper sharp 🦈","8 de ago. de 2026, 09:04","8 de ago. de 2026, 09:52","sem fone, sem os pirraia, só eu e a máquina 😥","Lat Pulldown (Cable)",,"",1,"normal",100,6,,,10
"upper sharp 🦈","8 de ago. de 2026, 09:04","8 de ago. de 2026, 09:52","sem fone, sem os pirraia, só eu e a máquina 😥","Lateral Raise (Dumbbell)",,"",0,"warmup",32,3,,,
"upper sharp 🦈","8 de ago. de 2026, 09:04","8 de ago. de 2026, 09:52","sem fone, sem os pirraia, só eu e a máquina 😥","Lateral Raise (Dumbbell)",,"",1,"failure",32,7,,,10
"upper sharp 🦈","8 de ago. de 2026, 09:04","8 de ago. de 2026, 09:52","sem fone, sem os pirraia, só eu e a máquina 😥","Overhead Triceps Extension (Cable)",,"",0,"warmup",32.5,3,,,
"upper sharp 🦈","8 de ago. de 2026, 09:04","8 de ago. de 2026, 09:52","sem fone, sem os pirraia, só eu e a máquina 😥","Overhead Triceps Extension (Cable)",,"",1,"normal",32.5,9,,,10
"upper sharp 🦈","8 de ago. de 2026, 09:04","8 de ago. de 2026, 09:52","sem fone, sem os pirraia, só eu e a máquina 😥","rosca scott unilateral de pirraia",,"",0,"warmup",18,2,,,
"upper sharp 🦈","8 de ago. de 2026, 09:04","8 de ago. de 2026, 09:52","sem fone, sem os pirraia, só eu e a máquina 😥","rosca scott unilateral de pirraia",,"",1,"failure",18,7,,,10
"cardio🚴","7 de ago. de 2026, 16:21","7 de ago. de 2026, 16:51","","Cycling",,"",0,"normal",,,7.77,1800,
"Quads🐎","7 de ago. de 2026, 15:06","7 de ago. de 2026, 16:18","","Calf Extension (Machine)",,"",0,"warmup",150,12,,,
"Quads🐎","7 de ago. de 2026, 15:06","7 de ago. de 2026, 16:18","","Calf Extension (Machine)",,"",1,"normal",177.3,12,,,
"Quads🐎","7 de ago. de 2026, 15:06","7 de ago. de 2026, 16:18","","Calf Extension (Machine)",,"",2,"normal",177.3,12,,,
"Quads🐎","7 de ago. de 2026, 15:06","7 de ago. de 2026, 16:18","","Squat (Barbell)",,"",0,"warmup",60,8,,,
"Quads🐎","7 de ago. de 2026, 15:06","7 de ago. de 2026, 16:18","","Squat (Barbell)",,"",1,"warmup",100,3,,,
"Quads🐎","7 de ago. de 2026, 15:06","7 de ago. de 2026, 16:18","","Squat (Barbell)",,"",2,"warmup",125,1,,,
"Quads🐎","7 de ago. de 2026, 15:06","7 de ago. de 2026, 16:18","","Squat (Barbell)",,"",3,"normal",125,8,,,10
"Quads🐎","7 de ago. de 2026, 15:06","7 de ago. de 2026, 16:18","","Lying Leg Curl (Machine)",,"",0,"warmup",68.2,4,,,
"Quads🐎","7 de ago. de 2026, 15:06","7 de ago. de 2026, 16:18","","Lying Leg Curl (Machine)",,"",1,"warmup",86.4,1,,,
"Quads🐎","7 de ago. de 2026, 15:06","7 de ago. de 2026, 16:18","","Lying Leg Curl (Machine)",,"",2,"normal",86.4,6,,,10
"Quads🐎","7 de ago. de 2026, 15:06","7 de ago. de 2026, 16:18","","Leg Extension (Machine)",,"",0,"warmup",70,4,,,
"Quads🐎","7 de ago. de 2026, 15:06","7 de ago. de 2026, 16:18","","Leg Extension (Machine)",,"",1,"warmup",104,3,,,
"Quads🐎","7 de ago. de 2026, 15:06","7 de ago. de 2026, 16:18","","Leg Extension (Machine)",,"",2,"normal",104,20,,,10
"Quads🐎","7 de ago. de 2026, 15:06","7 de ago. de 2026, 16:18","","Hip Adduction (Machine)",,"",0,"warmup",63,3,,,
"Quads🐎","7 de ago. de 2026, 15:06","7 de ago. de 2026, 16:18","","Hip Adduction (Machine)",,"",1,"warmup",77,1,,,
"Quads🐎","7 de ago. de 2026, 15:06","7 de ago. de 2026, 16:18","","Hip Adduction (Machine)",,"",2,"normal",77,8,,,10
"Quads🐎","7 de ago. de 2026, 15:06","7 de ago. de 2026, 16:18","","Hip Adduction (Machine)",,"",3,"normal",70,8,,,
"cardio🚴","6 de ago. de 2026, 16:40","6 de ago. de 2026, 17:20","","Cycling",,"",0,"normal",,,10.1,2400,
"Back🦍","6 de ago. de 2026, 15:12","6 de ago. de 2026, 16:34","","Lat Pulldown (Cable)",,"",0,"warmup",52.3,10,,,
"Back🦍","6 de ago. de 2026, 15:12","6 de ago. de 2026, 16:34","","Lat Pulldown (Cable)",,"",1,"warmup",79.5,4,,,
"Back🦍","6 de ago. de 2026, 15:12","6 de ago. de 2026, 16:34","","Lat Pulldown (Cable)",,"",2,"warmup",100,2,,,
"Back🦍","6 de ago. de 2026, 15:12","6 de ago. de 2026, 16:34","","Lat Pulldown (Cable)",,"",3,"normal",100,8,,,10
